Nome,Lattes ID,Resumo,Formação acadêmica/titulação,Áreas de atuação,Idiomas,Prêmios e títulos,Produções,Orientações
Marcelo Grandi Mandelli,9131118431418928,"Marcelo Grandi Mandelli é Professor Adjunto do Departamento de Ciência de Computação da Universidade de Brasília (UnB). Atualmente é Coordenador do curso de Bacharelado em Ciência da Computação. Possui doutorado (2015) em co-tutela pela Université de Montpellier (França), obtendo o título de Doutor em Microeletrônica; e pela Pontifícia Universidade Católica do Rio Grande do Sul, obtendo o título de Doutor em Ciência da Computação. Além disso, possui mestrado em Ciência da Computação pela Pontifícia Universidade Católica do Rio Grande do Sul (2011) e graduação em Engenharia de Computação pela mesma universidade (2008). É sócio da SBC, IEEE e CASS.(Texto informado pelo autor)","Data: 2011 - 2015. Doutorado em Ciência da Computação.Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.comperíodoco-tutelaem Université de Montpellier (Orientador: Gilles Sassatelli).Título: EXPLORATION OF RUNTIME DISTRIBUTED MAPPING TECHNIQUES FOR EMERGING LARGE SCALE MPSoCsO Portal Brasileiro de Publicações e Dados Científicos em Acesso Aberto (Oasisbr) é uma iniciativa do Instituto Brasileiro de Informação em Ciência e Tecnologia (Ibict) que reúne a produção científica e os dados de pesquisa em acesso aberto, publicados em revistas científicas, repositórios digitais de publicações científicas, repositórios digitais de dados de pesquisa e bibliotecas digitais de teses e dissertações., Ano de obtenção: 2015.Orientador:Fernando Gehm Moraes.Coorientador: Luciano Copello Ost.Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. $<->$ Data: 2011 - 2015. Doutorado em Microeletrônica.Université de Montpellier, UM, França.comperíodoco-tutelaem Pontifícia Universidade Católica do Rio Grande do Sul (Orientador: Fernando Gehm Moraes).Título: EXPLORATION OF RUNTIME DISTRIBUTED MAPPING TECHNIQUES FOR EMERGING LARGE SCALE MPSoCs, Ano de obtenção: 2015, Ano de obtenção: 2015.Orientador: Gilles Sassatelli.Coorientador: Luciano Copello Ost.Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. $<->$ Data: 2009 - 2011. Mestrado em Ciência da Computação.Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.Título: Mapeamento Dinâmico de Aplicações Multitarefa para MPSoCs Homogêneos, Ano de Obtenção: 2011.Orientador:Fernando Gehm Moraes.Bolsista do(a): Coordenação de Aperfeiçoamento de Pessoal de Nível Superior, CAPES, Brasil. $<->$ Data: 2004 - 2008. Graduação em Engenharia de Computação.Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS, Brasil.Título: Sistema de Telemetria Baseado em GPS/GPRS para Transformadores de Médio e de Grande Porte.Orientador: Prof. Dr. Eduardo Augusto Bezerra. $<->$ Data: 2000 - 2002. Curso técnico/profissionalizante.Centro Tecnológico Universidade de Caxias do Sul, CETEC-UCS, Brasil. $<->$ Data: 2000 - 2002. Ensino Médio (2º grau).Centro Tecnológico Universidade de Caxias do Sul, CETEC-UCS, Brasil.",,"Inglês: Compreende Bem, Fala Bem, Lê Bem, Escreve Bem. $<->$ Espanhol: Compreende Bem, Fala Razoavelmente, Lê Bem, Escreve Razoavelmente. $<->$ Francês: Compreende Bem, Fala Bem, Lê Bem, Escreve Bem.","2009: Aluno Destaque entre os formandos do curso de Engenharia da Computação da PUCRS - segundo semestre de 2008, Sociedade Brasileira de Computação.","HOLANDA, M. T.2022HOLANDA, M. T. ;MANDELLI, M. G.; ISHIKAWA, E. ; SILVA, D. . Introdução ao Ambiente Universitário na Computação: Uma Disciplina para o Acolhimento dos Estudantes no Departamento de Ciência da Computação da Universidade de Brasília. Revista Brasileira de Informática na Educação (RBIE), v. 30, p. 494-518, 2022. $<->$ CASTILHOS, Guilherme2016CASTILHOS, Guilherme ;MANDELLI, M. G.; OST, Luciano ; MORAES, Fernando Gehm . Hierarchical Energy Monitoring for Task Mapping in Many-core Systems. Journal of Systems Architecture, v. 63, p. 80-92, 2016. $<->$ OST, LUCIANO2013OST, LUCIANO ; MORAES, FERNANDO ;MANDELLI, MARCELO; ALMEIDA, GABRIEL MARCHESAN ; MOLLER, LEANDRO ; INDRUSIAK, LEANDRO SOARES ; SASSATELLI, GILLES ; BENOIT, PASCAL ; GLESNER, MANFRED ; ROBERT, MICHEL . Power-aware dynamic mapping heuristics for NoC-based MPSoCs using a unified model-based approach. ACM Transactions on Embedded Computing Systems, v. 12, p. 75:1-75:22, 2013. $<->$ OST, LUCIANO2012OST, LUCIANO ; VARYANI, SAMEER ; INDRUSIAK, LEANDRO SOARES ;MANDELLI, MARCELO; ALMEIDA, GABRIEL MARCHESAN ; WACHTER, EDUARDO ; MORAES, FERNANDO ; SASSATELLI, GILLES . Enabling Adaptive Techniques in Heterogeneous MPSoCs Based on Virtualization. ACM Transactions on Reconfigurable Technology and Systems, v. 5, p. 1-11, 2012.","Gustavo de Medeiros Roarelli.
						Integração de módulos de redes neurais em hardware em um sistema many-core: um estudo de caso.
						2022.
						Trabalho de Conclusão de Curso. (Graduação em Engenharia Mecatrônica)  - Universidade de Brasília. Orientador: Marcelo Grandi Mandelli. $<->$ Lukas Ferreira Machado.
						Sistemas Multiprocessados Heterogêneos baseados em Redes em Chip utilizando o framework HeMPS.
						2019.
						Trabalho de Conclusão de Curso. (Graduação em Engenharia de Computação)  - Universidade de Brasília. Orientador: Marcelo Grandi Mandelli. $<->$ Tito Marcos de Moraes Klautau.
						Dispositivo de conversão de sinais sonoros para sinais táteis voltados a usuários surdos.
						2019.
						Trabalho de Conclusão de Curso. (Graduação em Ciência da Computação)  - Universidade de Brasília. Orientador: Marcelo Grandi Mandelli. $<->$ Jean Pierre Manso D'Almeida Sissé.
						Desenvolvimento e Análise de um Método de Gerenciamento Térmico e Energético em MPSoCs.
						2019.
						Trabalho de Conclusão de Curso. (Graduação em Ciência da Computação)  - Universidade de Brasília. Orientador: Marcelo Grandi Mandelli. $<->$ André Bezerra Marinho.
						HeMPS-V: um MPSoC com processador de arquitetura RISC-V.
						2018.
						Trabalho de Conclusão de Curso. (Graduação em Engenharia de Computação)  - Universidade de Brasília. Orientador: Marcelo Grandi Mandelli. $<->$ Leandro Ramalho Motta Ferreira.
						Auravitallis: Exploração de fluxo ótico na arte computacional.
						2017.
						Trabalho de Conclusão de Curso. (Graduação em Ciência da Computação)  - Universidade de Brasília. Orientador: Marcelo Grandi Mandelli."
